,Ticker,Date1,Open1,Volume1,Date2,Open2,Volume2
31,AA,2020-09-30,11.68,5513080.0,2021-09-30,50.06,6045624.0
32,AAL,2016-12-31,47.28,6737752.0,2017-12-31,52.33,4060789.0
33,AAL,2017-03-31,42.37,5427748.0,2018-03-31,51.77,4185804.0
34,AAL,2017-06-30,49.92,6525310.0,2018-06-30,37.74,3363452.0
35,AAL,2017-09-30,47.52,4880411.0,2018-09-30,41.41,7213580.0
36,AAL,2017-12-31,52.33,4060789.0,2018-12-31,32.09,5334664.0
37,AAL,2018-03-31,51.77,4185804.0,2019-03-31,31.98,7438163.0
38,AAL,2018-06-30,37.74,3363452.0,2019-06-30,33.14,8995147.0
39,AAL,2018-09-30,41.41,7213580.0,2019-09-30,27.35,5146989.0
40,AAL,2018-12-31,32.09,5334664.0,2019-12-31,28.2,4397331.0
41,AAL,2019-03-31,31.98,7438163.0,2020-03-30,13.2,50516755.0
42,AAL,2019-06-30,33.14,8995147.0,2020-06-29,12.57,115051081.0
43,AAL,2019-09-30,27.35,5146989.0,2020-09-29,12.59,47209575.0
44,AAL,2019-12-31,28.2,4397331.0,2020-12-30,15.85,49520154.0
45,AAL,2020-03-31,12.9,44851435.0,2021-03-31,24.03,29800342.0
46,AAL,2020-06-30,13.1,69607727.0,2021-06-30,21.09,26231781.0
47,AAL,2020-09-30,12.32,65428134.0,2021-09-30,20.87,24079387.0
48,AAOI,2016-12-31,23.71,268160.0,2017-12-31,37.8,963893.0
49,AAOI,2017-03-31,55.35,2467491.0,2018-03-31,24.87,598010.0
50,AAOI,2017-06-30,61.74,2396091.0,2018-06-30,44.55,1637664.0
51,AAOI,2017-09-30,64.36,1222599.0,2018-09-30,25.37,2170958.0
52,AAOI,2017-12-31,37.8,963893.0,2018-12-31,15.11,774094.0
53,AAOI,2018-03-31,24.87,598010.0,2019-03-31,12.31,566036.0
54,AAOI,2018-06-30,44.55,1637664.0,2019-06-30,10.7,883132.0
55,AAOI,2018-09-30,25.37,2170958.0,2019-09-30,11.13,514184.0
56,AAOI,2018-12-31,15.11,774094.0,2019-12-31,11.56,560086.0
57,AAOI,2019-03-31,12.31,566036.0,2020-03-30,7.5,707050.0
58,AAOI,2019-06-30,10.7,883132.0,2020-06-29,9.39,330700.0
59,AAOI,2019-09-30,11.13,514184.0,2020-09-29,10.95,386267.0
60,AAOI,2019-12-31,11.56,560086.0,2020-12-30,8.85,535255.0
61,AAOI,2020-03-31,7.63,466055.0,2021-03-31,8.06,480110.0
62,AAOI,2020-06-30,9.35,1792800.0,2021-06-30,8.63,483499.0
63,AAOI,2020-09-30,11.23,443332.0,2021-09-30,7.08,247976.0
64,AAON,2016-12-31,33.45,137664.0,2017-12-31,36.95,151043.0
65,AAON,2017-03-31,35.2,200103.0,2018-03-31,38.9,183535.0
66,AAON,2017-06-30,36.45,104415.0,2018-06-30,32.95,174837.0
67,AAON,2017-09-30,34.5,165902.0,2018-09-30,37.97,168997.0
68,AAON,2017-12-31,36.95,151043.0,2018-12-31,34.99,154821.0
69,AAON,2018-03-31,38.9,183535.0,2019-03-31,46.5,138574.0
70,AAON,2018-06-30,32.95,174837.0,2019-06-30,50.57,180255.0
71,AAON,2018-09-30,37.97,168997.0,2019-09-30,45.71,224562.0
72,AAON,2018-12-31,34.99,154821.0,2019-12-31,49.39,178894.0
73,AAON,2019-03-31,46.5,138574.0,2020-03-30,46.79,261120.0
74,AAON,2019-06-30,50.57,180255.0,2020-06-29,51.5,248656.0
75,AAON,2019-09-30,45.71,224562.0,2020-09-29,58.34,173349.0
76,AAON,2019-12-31,49.39,178894.0,2020-12-30,67.11,184377.0
77,AAON,2020-03-31,48.14,388927.0,2021-03-31,71.15,267931.0
78,AAON,2020-06-30,53.36,181329.0,2021-06-30,63.34,462351.0
79,AAON,2020-09-30,59.76,294863.0,2021-09-30,66.58,94108.0
80,AAP,2016-12-31,170.78,691526.0,2017-12-31,100.9,2604034.0
81,AAP,2017-03-31,148.26,981765.0,2018-03-31,118.61,1581257.0
82,AAP,2017-06-30,116.45,981150.0,2018-06-30,135.0,662522.0
83,AAP,2017-09-30,99.58,1511310.0,2018-09-30,169.02,591637.0
84,AAP,2017-12-31,100.9,2604034.0,2018-12-31,156.05,752467.0
85,AAP,2018-03-31,118.61,1581257.0,2019-03-31,172.79,957451.0
86,AAP,2018-06-30,135.0,662522.0,2019-06-30,155.71,1154519.0
87,AAP,2018-09-30,169.02,591637.0,2019-09-30,161.64,991723.0
88,AAP,2018-12-31,156.05,752467.0,2019-12-31,159.16,609597.0
89,AAP,2019-03-31,172.79,957451.0,2020-03-30,94.41,1046394.0
90,AAP,2019-06-30,155.71,1154519.0,2020-06-29,141.49,676471.0
91,AAP,2019-09-30,161.64,991723.0,2020-09-29,153.89,610385.0
92,AAP,2019-12-31,159.16,609597.0,2020-12-30,156.64,599643.0
93,AAP,2020-03-31,95.56,1265511.0,2021-03-31,186.69,729898.0
94,AAP,2020-06-30,142.43,746130.0,2021-06-30,206.22,569585.0
95,AAP,2020-09-30,151.48,546651.0,2021-09-30,216.03,864232.0
96,AAPL,2016-12-31,28.95,115127460.0,2017-12-31,42.54,100192192.0
97,AAPL,2017-03-31,35.93,78646604.0,2018-03-31,41.66,150347164.0
98,AAPL,2017-06-30,36.11,89315916.0,2018-06-30,45.95,70925372.0
99,AAPL,2017-09-30,38.56,74099440.0,2018-09-30,56.99,94403208.0
100,AAPL,2017-12-31,42.54,100192192.0,2018-12-31,39.63,140013864.0
101,AAPL,2018-03-31,41.66,150347164.0,2019-03-31,47.91,111447856.0
102,AAPL,2018-06-30,45.95,70925372.0,2019-06-30,50.79,109266956.0
103,AAPL,2018-09-30,56.99,94403208.0,2019-09-30,55.23,105274332.0
104,AAPL,2018-12-31,39.63,140013864.0,2019-12-31,72.48,100990500.0
105,AAPL,2019-03-31,47.91,111447856.0,2020-03-30,62.69,167976440.0
106,AAPL,2019-06-30,50.79,109266956.0,2020-06-29,88.31,130646076.0
107,AAPL,2019-09-30,55.23,105274332.0,2020-09-29,114.55,100060526.0
108,AAPL,2019-12-31,72.48,100990500.0,2020-12-30,135.58,96452124.0
109,AAPL,2020-03-31,63.9,197002004.0,2021-03-31,121.65,118323826.0
110,AAPL,2020-06-30,90.02,140223284.0,2021-06-30,136.17,63261393.0
111,AAPL,2020-09-30,113.79,142675184.0,2021-09-30,143.66,89056664.0
112,AAWW,2016-12-31,52.2,170564.0,2017-12-31,58.6,333553.0
113,AAWW,2017-03-31,55.45,313349.0,2018-03-31,59.85,142259.0
114,AAWW,2017-06-30,51.05,361792.0,2018-06-30,70.75,185831.0
115,AAWW,2017-09-30,65.85,203420.0,2018-09-30,63.99,154883.0
116,AAWW,2017-12-31,58.6,333553.0,2018-12-31,41.82,247362.0
117,AAWW,2018-03-31,59.85,142259.0,2019-03-31,51.21,206172.0
118,AAWW,2018-06-30,70.75,185831.0,2019-06-30,45.27,348971.0
119,AAWW,2018-09-30,63.99,154883.0,2019-09-30,24.84,381884.0
120,AAWW,2018-12-31,41.82,247362.0,2019-12-31,26.45,210121.0
121,AAWW,2019-03-31,51.21,206172.0,2020-03-30,22.59,534036.0
122,AAWW,2019-06-30,45.27,348971.0,2020-06-29,39.57,334900.0
123,AAWW,2019-09-30,24.84,381884.0,2020-09-29,62.02,486643.0
124,AAWW,2019-12-31,26.45,210121.0,2020-12-30,54.0,270827.0
125,AAWW,2020-03-31,22.39,793724.0,2021-03-31,59.66,644972.0
126,AAWW,2020-06-30,40.61,550300.0,2021-06-30,68.39,468440.0
127,AAWW,2020-09-30,61.43,502399.0,2021-09-30,85.41,741805.0
128,ABAX,2016-12-31,53.19,121837.0,2017-12-31,49.57,204822.0
129,ABAX,2017-03-31,48.25,95562.0,2018-03-31,70.51,124917.0
130,ABAX,2017-06-30,52.93,94229.0,2018-06-30,83.0,145719.0
131,ABBV,2016-12-31,62.92,9328198.0,2017-12-31,97.14,4559726.0
132,ABBV,2017-03-31,65.46,4057839.0,2018-03-31,94.0,7816531.0
133,ABBV,2017-06-30,72.57,4683091.0,2018-06-30,92.06,3854576.0
134,ABBV,2017-09-30,89.74,5840957.0,2018-09-30,94.74,3763759.0
135,ABBV,2017-12-31,97.14,4559726.0,2018-12-31,91.6,5722155.0
136,ABBV,2018-03-31,94.0,7816531.0,2019-03-31,80.98,4759386.0
137,ABBV,2018-06-30,92.06,3854576.0,2019-06-30,73.5,18105496.0
138,ABBV,2018-09-30,94.74,3763759.0,2019-09-30,74.95,8338376.0
139,ABBV,2018-12-31,91.6,5722155.0,2019-12-31,88.21,4702118.0
140,ABBV,2019-03-31,80.98,4759386.0,2020-03-30,73.52,10669167.0
141,ABBV,2019-06-30,73.5,18105496.0,2020-06-29,96.5,6676428.0
142,ABBV,2019-09-30,74.95,8338376.0,2020-09-29,87.11,5510185.0
143,ABBV,2019-12-31,88.21,4702118.0,2020-12-30,105.11,5328415.0
144,ABBV,2020-03-31,75.4,20472563.0,2021-03-31,106.88,9047971.0
145,ABBV,2020-06-30,95.97,8110297.0,2021-06-30,112.21,5042837.0
146,ABBV,2020-09-30,87.0,8209345.0,2021-09-30,109.2,7888038.0
147,ABC,2016-12-31,78.51,4134229.0,2017-12-31,92.15,1137335.0
148,ABC,2017-03-31,88.87,1793069.0,2018-03-31,86.1,1957684.0
149,ABC,2017-06-30,94.94,1230686.0,2018-06-30,84.8,1260134.0
150,ABC,2017-09-30,82.97,1920769.0,2018-09-30,92.75,1232514.0
151,ABC,2017-12-31,92.15,1137335.0,2018-12-31,74.09,1028353.0
152,ABC,2018-03-31,86.1,1957684.0,2019-03-31,80.04,1413020.0
153,ABC,2018-06-30,84.8,1260134.0,2019-06-30,85.78,1193747.0
154,ABC,2018-09-30,92.75,1232514.0,2019-09-30,81.0,1141961.0
155,ABC,2018-12-31,74.09,1028353.0,2019-12-31,83.38,1002021.0
156,ABC,2019-03-31,80.04,1413020.0,2020-03-30,83.53,1770167.0
157,ABC,2019-06-30,85.78,1193747.0,2020-06-29,99.61,1103212.0
158,ABC,2019-09-30,81.0,1141961.0,2020-09-29,97.47,691224.0
159,ABC,2019-12-31,83.38,1002021.0,2020-12-30,97.21,648877.0
160,ABC,2020-03-31,88.24,2074707.0,2021-03-31,118.7,1348688.0
161,ABC,2020-06-30,98.7,1036432.0,2021-06-30,114.62,782489.0
162,ABC,2020-09-30,96.18,1042729.0,2021-09-30,123.23,1038803.0
163,ABCD,2016-12-31,5.0,9679.0,2017-12-31,5.6,117353.0
164,ABCD,2017-03-31,4.95,101788.0,2018-03-31,11.29,434082.0
165,ABCD,2017-06-30,5.02,9448.0,2018-06-30,11.11,198860.0
166,ABCD,2017-09-30,6.59,91103.0,2018-09-30,11.81,94084.0
167,ABG,2016-12-31,62.7,160496.0,2017-12-31,64.3,243756.0
168,ABG,2017-03-31,61.95,254857.0,2018-03-31,67.5,161309.0
169,ABG,2017-06-30,56.1,181659.0,2018-06-30,68.1,287007.0
170,ABG,2017-09-30,61.15,247182.0,2018-09-30,69.15,224184.0
171,ABG,2017-12-31,64.3,243756.0,2018-12-31,65.97,111051.0
172,ABG,2018-03-31,67.5,161309.0,2019-03-31,69.91,148154.0
173,ABG,2018-06-30,68.1,287007.0,2019-06-30,85.69,154992.0
174,ABG,2018-09-30,69.15,224184.0,2019-09-30,100.74,142619.0
175,ABG,2018-12-31,65.97,111051.0,2019-12-31,111.95,122773.0
176,ABG,2019-03-31,69.91,148154.0,2020-03-30,55.49,361693.0
177,ABG,2019-06-30,85.69,154992.0,2020-06-29,74.74,136100.0
178,ABG,2019-09-30,100.74,142619.0,2020-09-29,99.17,138159.0
179,ABG,2019-12-31,111.95,122773.0,2020-12-30,138.99,149584.0
180,ABG,2020-03-31,54.6,167384.0,2021-03-31,201.34,258436.0
181,ABG,2020-06-30,77.99,106000.0,2021-06-30,163.06,316398.0
182,ABG,2020-09-30,95.92,225870.0,2021-09-30,204.4,299355.0
183,ABIO,2017-03-31,45.0,2840.0,2018-03-31,8.99,39143.0
184,ABIO,2017-06-30,43.2,5097.0,2018-06-30,10.8,10297.0
185,ABIO,2017-09-30,19.8,4107.0,2018-09-30,10.44,476501.0
186,ABIO,2018-03-31,8.99,39143.0,2019-03-31,6.48,11878.0
187,ABIO,2018-06-30,10.8,10297.0,2019-06-30,7.32,94867.0
188,ABIO,2018-09-30,10.44,476501.0,2019-09-30,5.35,19864.0
189,ABIO,2018-12-31,5.76,3409.0,2019-12-31,5.7,38291.0
190,ABIO,2019-03-31,6.48,11878.0,2020-03-30,2.6,3689.0
191,ABIO,2019-06-30,7.32,94867.0,2020-06-29,6.84,244637.0
192,ABIO,2019-09-30,5.35,19864.0,2020-09-29,4.49,373543.0
193,ABIO,2019-12-31,5.7,38291.0,2020-12-30,4.01,280328.0
194,ABIO,2020-03-31,2.73,9379.0,2021-03-31,3.57,205616.0
195,ABIO,2020-06-30,6.66,131691.0,2021-06-30,3.52,92318.0
196,ABIO,2020-09-30,4.38,217808.0,2021-09-30,2.83,164380.0
197,ABM,2016-10-31,38.55,283172.0,2017-10-31,42.15,510450.0
198,ABM,2017-01-31,40.43,3798269.0,2018-01-31,38.46,1824099.0
199,ABM,2017-04-30,43.42,256993.0,2018-04-30,31.42,1941958.0
200,ABM,2017-07-31,44.85,337500.0,2018-07-31,31.0,2277464.0
201,ABM,2017-10-31,42.15,510450.0,2018-10-31,31.38,1620635.0
202,ABM,2018-01-31,38.46,1824099.0,2019-01-31,33.53,2440901.0
203,ABM,2018-04-30,31.42,1941958.0,2019-04-30,37.94,850288.0
204,ABM,2018-07-31,31.0,2277464.0,2019-07-31,42.33,1595643.0
205,ABM,2018-10-31,31.38,1620635.0,2019-10-31,36.81,1027969.0
206,ABM,2019-01-31,33.53,2440901.0,2020-01-31,38.64,1083222.0
207,ABM,2019-04-30,37.94,850288.0,2020-04-29,35.07,482165.0
208,ABM,2019-07-31,42.33,1595643.0,2020-07-30,35.34,264314.0
209,ABM,2019-10-31,36.81,1027969.0,2020-10-30,35.2,613718.0
210,ABM,2020-01-31,38.64,1083222.0,2021-01-30,37.05,471373.0
211,ABM,2020-04-30,35.0,1435543.0,2021-04-30,52.37,1988084.0
212,ABM,2020-07-31,34.95,1278067.0,2021-07-31,46.67,592653.0
213,ABMC,2017-12-31,0.1,0.0,2018-12-31,0.08,263068.0
214,ABMC,2018-12-31,0.08,263068.0,2019-12-31,0.07,425.0
215,ABMC,2019-03-31,0.08,0.0,2020-03-30,0.15,1007528.0
216,ABMC,2019-06-30,0.07,0.0,2020-06-29,1.05,686451.0
217,ABMC,2019-09-30,0.07,166.0,2020-09-29,0.19,57503.0
218,ABMC,2019-12-31,0.07,425.0,2020-12-30,0.13,348841.0
219,ABMC,2020-03-31,0.16,726490.0,2021-03-31,0.12,874970.0
220,ABMC,2020-06-30,0.84,1436100.0,2021-06-30,0.06,191610.0
221,ABMC,2020-09-30,0.19,88503.0,2021-09-30,0.06,10530.0
222,ABMD,2016-12-31,112.56,284401.0,2017-12-31,188.13,233296.0
223,ABMD,2017-03-31,124.75,435487.0,2018-03-31,291.43,609402.0
224,ABMD,2017-06-30,140.86,452932.0,2018-06-30,407.0,422620.0
225,ABMD,2017-09-30,168.93,359059.0,2018-09-30,452.9,526928.0
226,ABMD,2017-12-31,188.13,233296.0,2018-12-31,320.3,483727.0
227,ABMD,2018-03-31,291.43,609402.0,2019-03-31,290.01,980841.0
228,ABMD,2018-06-30,407.0,422620.0,2019-06-30,263.09,777465.0
229,ABMD,2018-09-30,452.9,526928.0,2019-09-30,175.79,624474.0
230,ABMD,2018-12-31,320.3,483727.0,2019-12-31,167.33,767721.0
231,ABMD,2019-03-31,290.01,980841.0,2020-03-30,146.03,481340.0
232,ABMD,2019-06-30,263.09,777465.0,2020-06-29,240.76,335400.0
233,ABMD,2019-09-30,175.79,624474.0,2020-09-29,271.31,186192.0
234,ABMD,2019-12-31,167.33,767721.0,2020-12-30,324.59,278809.0
235,ABMD,2020-03-31,148.51,633133.0,2021-03-31,311.76,328091.0
236,ABMD,2020-06-30,240.08,362400.0,2021-06-30,314.37,266080.0
237,ABMD,2020-09-30,275.12,339825.0,2021-09-30,330.46,183950.0
238,ABR,2019-03-31,13.01,1042860.0,2020-03-30,6.82,4412917.0
239,ABR,2019-06-30,12.26,1426630.0,2020-06-29,9.06,2076212.0
240,ABR,2019-09-30,13.05,1115138.0,2020-09-29,11.94,775979.0
241,ABR,2019-12-31,14.45,978793.0,2020-12-30,14.13,561611.0
242,ABR,2020-03-31,5.6,3929950.0,2021-03-31,16.03,1348936.0
243,ABR,2020-06-30,9.09,1239074.0,2021-06-30,18.02,1279687.0
244,ABR,2020-09-30,11.6,824236.0,2021-09-30,18.59,1593973.0
245,ABT,2016-12-31,38.63,9677316.0,2017-12-31,58.2,10112783.0
246,ABT,2017-03-31,44.33,7146506.0,2018-03-31,59.82,6686491.0
247,ABT,2017-06-30,48.78,4665941.0,2018-06-30,60.63,4365174.0
248,ABT,2017-09-30,53.64,8651449.0,2018-09-30,73.81,7209088.0
249,ABT,2017-12-31,58.2,10112783.0,2018-12-31,71.57,6094307.0
250,ABT,2018-03-31,59.82,6686491.0,2019-03-31,80.67,4841966.0
251,ABT,2018-06-30,60.63,4365174.0,2019-06-30,84.74,4533799.0
252,ABT,2018-09-30,73.81,7209088.0,2019-09-30,82.19,4352936.0
253,ABT,2018-12-31,71.57,6094307.0,2019-12-31,86.5,3261088.0
254,ABT,2019-03-31,80.67,4841966.0,2020-03-30,82.83,47188125.0
255,ABT,2019-06-30,84.74,4533799.0,2020-06-29,89.58,4669327.0
256,ABT,2019-09-30,82.19,4352936.0,2020-09-29,106.01,4470770.0
257,ABT,2019-12-31,86.5,3261088.0,2020-12-30,108.69,2416104.0
258,ABT,2020-03-31,81.43,23724192.0,2021-03-31,120.0,5792830.0
259,ABT,2020-06-30,88.75,5220806.0,2021-06-30,117.0,5844877.0
260,ABT,2020-09-30,105.99,9487040.0,2021-09-30,119.86,4786219.0
261,ABTL,2016-12-31,13.73,49551.0,2017-12-31,9.12,65295.0
262,ABTL,2017-03-31,12.73,91803.0,2018-03-31,3.0,97622.0
263,ABTL,2017-06-30,13.31,170634.0,2018-06-30,4.49,189595.0
264,ABTL,2017-09-30,6.9,76236.0,2018-09-30,2.96,31634.0
265,ABTL,2017-12-31,9.12,65295.0,2018-12-31,3.13,55472.0
266,ABTL,2018-03-31,3.0,97622.0,2019-03-31,3.78,51233.0
267,ABTL,2018-06-30,4.49,189595.0,2019-06-30,3.67,50195.0
268,ABTL,2018-09-30,2.96,31634.0,2019-09-30,3.08,29537.0
269,ABTL,2018-12-31,3.13,55472.0,2019-12-31,2.5,34092.0
270,ABTL,2019-03-31,3.78,51233.0,2020-03-30,1.2,45769.0
271,ABTL,2019-06-30,3.67,50195.0,2020-06-29,1.21,130069.0
272,ABTL,2019-09-30,3.08,29537.0,2020-09-29,3.2,147146.0
273,ABTL,2019-12-31,2.5,34092.0,2020-12-30,2.5,330918.0
274,ABTL,2020-03-31,1.02,22080.0,2021-03-31,2.67,25558.0
275,ABTL,2020-06-30,1.25,99226.0,2021-06-30,3.15,60561.0
276,ABTL,2020-09-30,3.19,149704.0,2021-09-30,2.64,77720.0
277,ABUS,2016-12-31,2.45,939543.0,2017-12-31,5.0,215154.0
278,ABUS,2017-03-31,3.35,371245.0,2018-03-31,4.95,213618.0
279,ABUS,2017-06-30,3.65,24181.0,2018-06-30,7.3,361283.0
280,ABUS,2017-09-30,6.6,1780217.0,2018-09-30,9.45,272124.0
281,ABUS,2017-12-31,5.0,215154.0,2018-12-31,3.87,145009.0
282,ABUS,2018-03-31,4.95,213618.0,2019-03-31,3.62,477955.0
283,ABUS,2018-06-30,7.3,361283.0,2019-06-30,2.14,513868.0
284,ABUS,2018-09-30,9.45,272124.0,2019-09-30,1.51,78304.0
285,ABUS,2018-12-31,3.87,145009.0,2019-12-31,2.73,224097.0
286,ABUS,2019-03-31,3.62,477955.0,2020-03-30,1.29,2102409.0
287,ABUS,2019-06-30,2.14,513868.0,2020-06-29,1.97,402190.0
288,ABUS,2019-09-30,1.51,78304.0,2020-09-29,3.01,1322653.0
289,ABUS,2019-12-31,2.73,224097.0,2020-12-30,3.56,2315581.0
290,ABUS,2020-03-31,1.13,1495511.0,2021-03-31,3.21,1188598.0
291,ABUS,2020-06-30,1.91,814273.0,2021-06-30,3.14,2155488.0
292,ABUS,2020-09-30,3.17,864983.0,2021-09-30,4.35,1783272.0
293,AC,2016-12-31,33.25,42240.0,2017-12-31,34.2,14195.0
294,AC,2017-03-31,36.5,19849.0,2018-03-31,37.05,15174.0
295,AC,2017-06-30,33.75,5467.0,2018-06-30,37.85,11813.0
296,AC,2017-09-30,35.6,12157.0,2018-09-30,42.96,24561.0
297,AC,2017-12-31,34.2,14195.0,2018-12-31,33.59,17279.0
298,AC,2018-03-31,37.05,15174.0,2019-03-31,40.37,1026.0
299,AC,2018-06-30,37.85,11813.0,2019-06-30,37.42,9167.0
300,AC,2018-09-30,42.96,24561.0,2019-09-30,34.99,7047.0
301,AC,2018-12-31,33.59,17279.0,2019-12-31,39.36,4137.0
302,AC,2019-06-30,37.42,9167.0,2020-06-29,33.05,29706.0
303,AC,2020-03-31,30.16,20613.0,2021-03-31,36.1,12943.0
304,AC,2020-06-30,35.09,18915.0,2021-06-30,39.35,11880.0
305,AC,2020-09-30,36.06,10569.0,2021-09-30,37.41,616.0
306,ACA,2018-12-31,27.62,207891.0,2019-12-31,44.47,371764.0
307,ACA,2019-03-31,30.8,312345.0,2020-03-30,36.48,346244.0
308,ACA,2019-06-30,38.15,422298.0,2020-06-29,39.78,200360.0
309,ACA,2019-09-30,34.09,453588.0,2020-09-29,44.25,156012.0
310,ACA,2019-12-31,44.47,371764.0,2020-12-30,54.18,166615.0
311,ACA,2020-03-31,38.81,517377.0,2021-03-31,63.36,713555.0
312,ACA,2020-06-30,41.13,250408.0,2021-06-30,58.78,174112.0
313,ACA,2020-09-30,44.45,308874.0,2021-09-30,51.89,271919.0
314,ACAD,2016-12-31,29.13,1369609.0,2017-12-31,30.39,1795578.0
315,ACAD,2017-03-31,34.1,931442.0,2018-03-31,22.17,2309218.0
316,ACAD,2017-06-30,28.63,1248186.0,2018-06-30,15.16,4271962.0
317,ACAD,2017-09-30,37.5,1292428.0,2018-09-30,20.82,2022809.0
318,ACAD,2017-12-31,30.39,1795578.0,2018-12-31,15.7,1719435.0
319,ACAD,2018-03-31,22.17,2309218.0,2019-03-31,27.12,1126726.0
320,ACAD,2018-06-30,15.16,4271962.0,2019-06-30,26.99,857730.0
321,ACAD,2018-09-30,20.82,2022809.0,2019-09-30,36.69,1392986.0
322,ACAD,2018-12-31,15.7,1719435.0,2019-12-31,43.0,1406060.0
323,ACAD,2019-03-31,27.12,1126726.0,2020-03-30,39.03,1123768.0
324,ACAD,2019-06-30,26.99,857730.0,2020-06-29,48.94,1860000.0
325,ACAD,2019-09-30,36.69,1392986.0,2020-09-29,40.1,600598.0
326,ACAD,2019-12-31,43.0,1406060.0,2020-12-30,53.88,607483.0
327,ACAD,2020-03-31,43.52,2282984.0,2021-03-31,25.94,1823411.0
328,ACAD,2020-06-30,48.5,1747700.0,2021-06-30,24.25,2358770.0
329,ACAD,2020-09-30,41.11,884290.0,2021-09-30,17.0,1049645.0
330,ACAN,2016-12-31,3.45,309805.0,2017-12-31,4.42,216128.0
331,ACAN,2017-03-31,4.15,22286.0,2018-03-31,1.98,25389.0
332,ACAN,2017-06-30,2.6,11726.0,2018-06-30,3.3,42338.0
333,ACAN,2017-09-30,1.93,42874.0,2018-09-30,3.07,144295.0
334,ACAN,2017-12-31,4.42,216128.0,2018-12-31,2.12,35106.0
335,ACAN,2018-03-31,1.98,25389.0,2019-03-31,1.89,62309.0
336,ACAN,2018-06-30,3.3,42338.0,2019-06-30,1.17,26226.0
337,ACAN,2018-09-30,3.07,144295.0,2019-09-30,0.93,14445.0
338,ACAN,2018-12-31,2.12,35106.0,2019-12-31,0.61,51357.0
339,ACAN,2019-03-31,1.89,62309.0,2020-03-30,0.59,24410.0
340,ACAN,2019-06-30,1.17,26226.0,2020-06-29,0.5,8028.0
341,ACAN,2019-09-30,0.93,14445.0,2020-09-29,0.46,2603.0
342,ACAN,2019-12-31,0.61,51357.0,2020-12-30,0.92,13914.0
343,ACAN,2020-03-31,0.5,6214.0,2021-03-31,1.13,11235.0
344,ACAN,2020-06-30,0.51,4500.0,2021-06-30,1.08,19311.0
345,ACAN,2020-09-30,0.45,17985.0,2021-09-30,0.88,3015.0
346,ACCO,2016-12-31,13.3,499615.0,2017-12-31,12.25,428901.0
347,ACCO,2017-03-31,12.95,472592.0,2018-03-31,12.5,596527.0
348,ACCO,2017-06-30,11.45,508146.0,2018-06-30,13.8,446557.0
349,ACCO,2017-09-30,11.95,624672.0,2018-09-30,11.3,568387.0
350,ACCO,2017-12-31,12.25,428901.0,2018-12-31,6.74,858746.0
351,ACCO,2018-03-31,12.5,596527.0,2019-03-31,8.63,462174.0
352,ACCO,2018-06-30,13.8,446557.0,2019-06-30,7.97,404924.0
353,ACCO,2018-09-30,11.3,568387.0,2019-09-30,9.92,518278.0
354,ACCO,2018-12-31,6.74,858746.0,2019-12-31,9.31,315644.0
